Principio Attivo;Descrizione Gruppo;Denominazione e Confezione;Prezzo al pubblico €;Prezzo Ex-factory €;Prezzo massimo di cessione €;Titolare AIC;"Codice 
AIC";Codice Gruppo Equivalenza;Metri cubi ossigeno 
Alteplasi;ALTEPLASI 20MG 20ML 1 UNITA' USO PARENTERALE;ACTILYSE*1 flaconcino EV 20 mg + 1 flaconcino solv 20 ml;362,65;164,84;-;BOEHRINGER INGELHEIM IT.SpA;026533051;ADK;
Alteplasi;ALTEPLASI 50MG 50ML 1 UNITA' USO PARENTERALE;ACTILYSE*1 flaconcino EV 50 mg + 1 flaconcino solv 50 ml;809,51;367,95;-;BOEHRINGER INGELHEIM IT.SpA;026533048;ADL;
Amikacina;AMIKACINA 500MG 10 UNITA' USO PARENTERALE;AMICASIL*10 fiale IM EV 500 mg 2 ml;30,21;18,31;-;PHARMATEX ITALIA Srl;024459137;ADO;
Amikacina;AMIKACINA 500MG 5 UNITA' USO PARENTERALE;AMIKACINA*5 fiale 0,5 g 2 ml;39,19;17,81;-;TEVA ITALIA Srl;033586037;ADP;
Amikacina;AMIKACINA 500MG 5 UNITA' USO PARENTERALE;NEKACIN*5 fiale IM EV 500 mg 2 ml;30,06;13,66;-;NEW RESEARCH Srl;033190024;ADP;
Aminoacidi chetoanaloghi/aminoacidi;AMINOACIDI CHETOANALOGHI+AMINOACIDI 100 UNITA' USO ORALE;KETOSTERIL*100 cpr riv;66,40;40,23;-;FRESENIUS KABI ITALIA Srl;049277015;LXC;
Amiodarone;AMIODARONE 150MG 3ML 5 UNITA' USO PARENTERALE;AMIODAR*5 fiale EV 150 mg 3 ml;4,94;2,99;-;ALFASIGMA SpA;022033029;44A;
Amiodarone;AMIODARONE 150MG 3ML 5 UNITA' USO PARENTERALE;AMIODARONE CLORIDRATO*5 fiale EV 150 mg 3 ml;6,58;3,99;-;BIOINDUSTRIA L.I.M. SpA;035462011;44A;
Amiodarone;AMIODARONE 150MG 3ML 10 UNITA' USO PARENTERALE;AMIODARONE*10 fiale EV 150 mg 3 ml;9,39;5,69;-;HIKMA FARMACEUTICA S.A.;038320014;ADS;
Amiodarone;AMIODARONE 150MG 3ML 6 UNITA' USO PARENTERALE;CORDARONE*6 fiale EV 150 mg 3 ml;5,63;3,41;-;SANOFI Srl;025035039;ADU;
Amivantamab;AMIVANTAMAB 350MG 7ML 1 UNITA' USO PARENTERALE;RYBREVANT*1 flaconcino EV 350 mg 7 ml;2305,62;1397,00;-;JANSSEN CILAG INTERNAT.N.V.;049823014;MLN;
Amoxicillina/acido clavulanico;AMOXICILLINA+ACIDO CLAVULANICO 1.000+200MG 1 UNITA' USO PARENTERALE;AMOXICILLINA E ACIDO CLAVULANICO*1 flaconcino EV 1.000 mg + 200 mg;3,75;2,27;-;SANDOZ A/S;043978016;ADV;
Amoxicillina/acido clavulanico;AMOXICILLINA+ACIDO CLAVULANICO 1.000+200MG 20ML 1 UNITA' USO PARENTERALE;AMOXICILLINA ACIDO CLAVULANICO*1 fiala EV 1.000 mg + 200 mg + 1 flaconcino solv 20 ml;3,75;2,27;-;TEVA ITALIA Srl;036966012;ADW;
Amoxicillina/acido clavulanico;AMOXICILLINA+ACIDO CLAVULANICO 2.000+200MG 1 UNITA' USO PARENTERALE;AMOXICILLINA ACIDO CLAVULANICO*1 flacone EV 2.000 mg + 200 mg;5,06;3,07;-;TEVA ITALIA Srl;036966051;ADX;
Amoxicillina/acido clavulanico;AMOXICILLINA+ACIDO CLAVULANICO 2.000+200MG 1 UNITA' USO PARENTERALE;AMOXICILLINA E ACIDO CLAVULANICO*1 flaconcino EV 2.000 mg + 200 mg;5,06;3,07;-;SANDOZ A/S;043978081;ADX;
Amoxicillina/acido clavulanico;AMOXICILLINA+ACIDO CLAVULANICO 1.000MG + 200MG 10 UNITA' USO PARENTERALE;AMOXICILLINA E ACIDO CLAVULANICO*10 flaconcini polv EV 1.000 mg + 200 mg;32,95;19,96;-;IBIGEN Srl;036766044;GYG;
Amoxicillina/acido clavulanico;AMOXICILLINA+ACIDO CLAVULANICO 2.000+200MG 10 UNITA' USO PARENTERALE;AMOXICILLINA E ACIDO CLAVULANICO*10 flaconcini EV 2.000 mg + 200 mg;45,70;27,69;-;IBIGEN Srl;036766032;KHV;
Anakinra;ANAKINRA 100MG 0,67ML 7 UNITA' USO PARENTERALE;KINERET*7 siringhe preriempite SC 100 mg 0,67 ml;328,96;199,32;-;SWEDISH ORPHAN BIOVITRUM AB(PU;035607062;AEI;
Anidulafungina;ANIDULAFUNGINA 100MG 30ML 1 UNITA' USO PARENTERALE;ANIDULAFUNGINA*1 flaconcino EV 100 mg;405,80;245,88;-;MEDAC PHARMA Srl;045563018;AEJ;
Anidulafungina;ANIDULAFUNGINA 100MG 30ML 1 UNITA' USO PARENTERALE;ANIDULAFUNGINA*1 flaconcino EV 100 mg;405,80;245,88;-;ACCORD HEALTHCARE SLU;045609017;AEJ;
Anidulafungina;ANIDULAFUNGINA 100MG 30ML 1 UNITA' USO PARENTERALE;ANIDULAFUNGINA*1 flaconcino EV 100 mg;405,80;245,88;-;TEVA B.V.;046259014;AEJ;
Anidulafungina;ANIDULAFUNGINA 100MG 30ML 1 UNITA' USO PARENTERALE;ECALTA*1 flaconcino EV 100 mg 30 ml;594,15;360,00;-;PFIZER EUROPE MA EEIG;038382026;AEJ;
Anifrolumab;ANIFROLUMAB 300MG 2ML 1 UNITA' USO PARENTERALE;SAPHNELO*1 flaconcino EV 2 ml 150 mg/ml;1379,33;835,76;-;ASTRAZENECA AB;049964012;MLO;
Antitrombina III Umana;ANTITROMBINA III UMANA 1.000UI 20ML USO PARENTERALE;ANBINEX*1 flacone 1.000 UI + 1 siringa;-;-;330,00;INSTITUTO GRIFOLS S.A.;034330047;AEK;
Antitrombina III Umana;ANTITROMBINA III UMANA 1.000UI 20ML USO PARENTERALE;ANTITROMBINA III*1 flaconcino EV 1.000 UI + 1 flaconcino solv 20 ml;-;-;330,00;BAXALTA INNOVATIONS GMBH;027113024;AEK;
Antitrombina III Umana;ANTITROMBINA III UMANA 1.000UI 20ML USO PARENTERALE;AT III KEDRION*1 flaconcino EV 1.000 UI + 1 flaconcino solv 20 ml;-;-;330,00;KEDRION SpA;029378027;AEK;
Antitrombina III Umana;ANTITROMBINA III UMANA 1.000UI 20ML USO PARENTERALE;ATENATIV*1 flaconcino EV 1.000 UI + 1 flaconcino solv 20 ml;-;-;330,00;OCTAPHARMA (IP) SPRL;031118021;AEK;
Antitrombina III Umana;ANTITROMBINA III UMANA 1.000UI 20ML USO PARENTERALE;ATKED*1 flaconcino EV 1.000 UI + 1 flaconcino solv 20 ml + set;-;-;330,00;KEDRION SpA;041800020;AEK;
Antitrombina III Umana;ANTITROMBINA III UMANA 1.000UI 20ML USO PARENTERALE;KYBERNIN P*1 flaconcino EV 1.000 UI + 1 flaconcino solv 20 ml;-;-;330,00;CSL BEHRING GmbH;025766027;AEK;
Antitrombina III Umana;ANTITROMBINA III UMANA 500UI 10ML USO PARENTERALE;ANBINEX*1 flacone 500 UI + 1 siringa;-;-;165,00;INSTITUTO GRIFOLS S.A.;034330035;AEN;
Antitrombina III Umana;ANTITROMBINA III UMANA 500UI 10ML USO PARENTERALE;ANTITROMBINA III*1 flaconcino EV 500 UI + 1 flaconcino solv 10 ml;-;-;165,00;BAXALTA INNOVATIONS GMBH;027113012;AEN;
Antitrombina III Umana;ANTITROMBINA III UMANA 500UI 10ML USO PARENTERALE;AT III KEDRION*1 flaconcino EV 500 UI + 1 flaconcino solv 10 ml;-;-;165,00;KEDRION SpA;029378015;AEN;
Antitrombina III Umana;ANTITROMBINA III UMANA 500UI 10ML USO PARENTERALE;ATENATIV*1 flaconcino EV 500 UI + 1 flaconcino solv 10 ml;-;-;165,00;OCTAPHARMA (IP) SPRL;031118019;AEN;
Antitrombina III Umana;ANTITROMBINA III UMANA 500UI 10ML USO PARENTERALE;ATKED*1 flaconcino EV 500 UI + 1 flaconcino solv 10 ml + set;-;-;165,00;KEDRION SpA;041800018;AEN;
Antitrombina III Umana;ANTITROMBINA III UMANA 500UI 10ML USO PARENTERALE;KYBERNIN P*1 flaconcino EV 500 UI + 1 flaconcino solv 10 ml;-;-;165,00;CSL BEHRING GmbH;025766039;AEN;
Apalutamide;APALUTAMIDE 60MG 112 UNITA' USO ORALE;ERLEADA*112 cpr riv 60 mg;5351,83;3242,75;-;JANSSEN CILAG INTERNAT.N.V.;047525011;KYI;
Apomorfina;APOMORFINA 50MG/5ML 5 UNITA' USO PARENTERALE;APOFIN*5 fiale SC 5 ml 50 mg/5 ml;65,03;29,55;-;CHIESI ITALIA SpA;033403015;AEO;
Apomorfina;APOMORFINA 5MG/ML 20ML 5 UNITA' USO PARENTERALE;DACEPTON*5 flaconcini SC 5 mg/ml 20 ml;469,20;284,29;-;EVER NEURO PHARMA GmbH;042035042;LUI;
Aprepitant;APREPITANT 125MG 1 UNITA' + 80 MG 2 UNITA' USO ORALE;APREPITANT*1 cps 125 mg + 2 cps 80 mg;62,14;37,65;-;TEVA B.V.;046673012;AEP;
Aprepitant;APREPITANT 125MG 1 UNITA' + 80 MG 2 UNITA' USO ORALE;APREPITANT*1 cps 125 mg + 2 cps 80 mg;62,14;37,65;-;ACCORD HEALTHCARE SLU;046991042;AEP;
Aprepitant;APREPITANT 125MG 1 UNITA' + 80 MG 2 UNITA' USO ORALE;ATANTO*1 cps 125 mg + 2 cps 80 mg;62,14;37,65;-;SINTESY PHARMA Srl;047660055;AEP;
Aprepitant;APREPITANT 125MG 1 UNITA' + 80 MG 2 UNITA' USO ORALE;EMEND*1 cps 125 mg + 2 cps 80 mg;88,77;53,79;-;MERCK SHARP & DOHME BV;036167068;AEP;
Aprepitant;APREPITANT 125MG 1 UNITA' USO ORALE;EMEND*orale polv sosp 1 bust 125 mg;38,93;23,59;-;MERCK SHARP & DOHME BV;036167118;JTF;
Argatroban;ARGATROBAN 250MG 2,5ML 1 UNITA' USO PARENTERALE;NOVASTAN*1 flacone infus 2,5 ml 100 mg/ml;357,49;216,60;-;MITSUBISHI TANABE PHARMA GMBH;037482015;AEQ;
Aripiprazolo;ARIPIPRAZOLO 9,75MG 1,3ML 1 UNITA' USO PARENTERALE;ABILIFY*1 flaconcino IM 1,3 ml 7,5 mg/ml;4,77;2,89;-;OTSUKA PHARMACEUT.NETHER.BV;036582207;AER;
Aripiprazolo;ARIPIPRAZOLO 400MG 2 ML 1 UNITA' USO PARENTERALE RP;ABILIFY MAINTENA*1 flaconcino IM 400 mg + 1 flaconcino solv 2 ml rilascio prolungato;440,42;266,86;-;OTSUKA PHARMACEUT.NETHER.BV;043143027;HSE;
Arsenico triossido;ARSENICO TRIOSSIDO 10MG 10ML 10 UNITA' USO PARENTERALE;ARSENICO TRIOSSIDO*10 fiale EV 10 mg 10 ml 1 mg/ml;3944,48;2390,01;-;EG SpA;047507013;BUW;
Arsenico triossido;ARSENICO TRIOSSIDO 10MG 10ML 10 UNITA' USO PARENTERALE;TRIOSSIDO DI ARSENICO*10 fiale EV 10 ml 1 mg/ml;3944,48;2390,01;-;ACCORD HEALTHCARE SLU;048338038;BUW;
Arsenico triossido;ARSENICO TRIOSSIDO 10MG 10ML 10 UNITA' USO PARENTERALE;TRIOSSIDO DI ARSENICO*10 fiale EV 10 ml 1 mg/ml;3944,48;2390,01;-;MEDAC GMBH;049056017;BUW;
Arsenico triossido;ARSENICO TRIOSSIDO 12MG 6ML 10 UNITA' USO PARENTERALE;TRISENOX*10 flaconcini EV 12 mg 6 ml 2 mg/ml con SLEEVE;5634,96;3414,30;-;TEVA B.V.;035712025;LUW;
Arsenico triossido;ARSENICO TRIOSSIDO 12MG 12ML 10 UNITA' USO PARENTERALE;ARSENICO TRIOSSIDO*10 flaconcini EV 12 ml 1 mg/ml;3944,48;2390,01;-;EG SpA;047507025;MKR;
Asciminib;ASCIMINIB 40MG 60 UNITA' USO ORALE;SCEMBLIX*60 cpr riv 40 mg;7274,64;4407,81;-;NOVARTIS EUROPHARM LTD;050185040;MNV;
Asciminib;ASCIMINIB 20MG 60 UNITA' USO ORALE;SCEMBLIX*60 cpr riv 20 mg;7274,64;4407,81;-;NOVARTIS EUROPHARM LTD;050185026;MNW;
Asparaginasi;ASPARAGINASI 10000U 1 UNITA' USO PARENTERALE;SPECTRILA*1 flacone EV 10.000 U;886,53;537,16;-;MEDAC GMBH;044700019;KHS;
Ataluren;ATARULEN 125MG 30 UNITA' USO ORALE;TRANSLARNA*orale grat 30 bust 125 mg;4769,49;2889,90;-;PTC THERAPEUTICS INTERNAT.LTD;043535018;JUZ;
Ataluren;ATARULEN 250MG 30 UNITA' USO ORALE;TRANSLARNA*orale grat 30 bust 250 mg;9538,98;5779,80;-;PTC THERAPEUTICS INTERNAT.LTD;043535020;JVC;
Ataluren;ATARULEN 1000MG 30 UNITA' USO ORALE;TRANSLARNA*orale grat 30 bust 1.000 mg;38155,92;23119,20;-;PTC THERAPEUTICS INTERNAT.LTD;043535032;JVD;
Atazanavir;ATAZANAVIR 200MG 60 UNITA' USO ORALE;ATAZANAVIR*60 cps 200 mg;505,96;306,57;-;VIATRIS LIMITED;045061140;AET;
Atazanavir;ATAZANAVIR 200MG 60 UNITA' USO ORALE;ATAZANAVIR*60x1 cps 200 mg;505,96;306,57;-;SANDOZ SpA;047067018;AET;
Atazanavir;ATAZANAVIR 200MG 60 UNITA' USO ORALE;REYATAZ*60 cps 200 mg;755,16;457,57;-;BRISTOL M.SQUIBB PHARMA EEIG;036196069;AET;
Atazanavir;ATAZANAVIR 300MG 30 UNITA' USO ORALE;ATAZANAVIR*30 cps 300 mg;389,20;235,83;-;VIATRIS LIMITED;045061165;AEU;
Atazanavir;ATAZANAVIR 300MG 30 UNITA' USO ORALE;ATAZANAVIR*30x1 cps 300 mg;389,20;235,83;-;SANDOZ SpA;047067032;AEU;
Atazanavir;ATAZANAVIR 300MG 30 UNITA' USO ORALE;REYATAZ*30 cps 300 mg flacone;580,91;351,98;-;BRISTOL M.SQUIBB PHARMA EEIG;036196083;AEU;
Atazanavir/Cobicistat;ATAZANAVIR+COBICISTAT 300MG+150MG 30 UNITA' USO ORALE;EVOTAZ*30 cpr riv 300 mg + 150 mg flacone;616,50;373,55;-;BRISTOL M.SQUIBB PHARMA EEIG;044318018;GXS;
Atezolizumab;ATEZOLIZUMAB 1.200MG 1 UNITA' USO PARENTERALE;TECENTRIQ*1 flaconcino EV 1.200 mg 20 ml;7596,38;4602,75;-;ROCHE REGISTRATION GMBH;045590015;KIB;
Atezolizumab;ATEZOLIZUMAB 840MG 1 UNITA' USO PARENTERALE;TECENTRIQ*1 flaconcino EV 840 mg 14 ml;5317,46;3221,93;-;ROCHE REGISTRATION GMBH;045590027;KYR;
Atosiban;ATOSIBAN 37,5MG 5ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino 5 ml 37,5 mg;82,77;50,15;-;ACCORD HEALTHCARE SLU;043671015;AEV;
Atosiban;ATOSIBAN 37,5MG 5ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino EV 37,5 mg/5 ml;82,77;50,15;-;SUN PHARMACEUTICAL IND.EU.B.V.;042916027;AEV;
Atosiban;ATOSIBAN 37,5MG 5ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino EV 37,5 mg/5 ml;82,77;50,15;-;EVER VALINJECT GMBH;044379028;AEV;
Atosiban;ATOSIBAN 37,5MG 5ML 1 UNITA' USO PARENTERALE;TRACTOCILE*1 flacone EV 5 ml 37,5 mg/5 ml;118,26;71,65;-;FERRING PHARMACEUTICALS A/S;035026020;AEV;
Atosiban;ATOSIBAN 6,75MG 0,9ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino EV 6,75 mg/0,9 ml;26,53;16,07;-;SUN PHARMACEUTICAL IND.EU.B.V.;042916015;AEW;
Atosiban;ATOSIBAN 6,75MG 0,9ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino EV 6,75 mg/0,9 ml;26,53;16,07;-;EVER VALINJECT GMBH;044379016;AEW;
Atosiban;ATOSIBAN 6,75MG 0,9ML 1 UNITA' USO PARENTERALE;TRACTOCILE*1 fiala EV 0,9 ml 6,75 mg/0,9 ml;37,91;22,97;-;FERRING PHARMACEUTICALS A/S;035026018;AEW;
Atosiban;ATOSIBAN 75MG 10ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino EV 75 mg/10 ml;149,01;90,29;-;EVER VALINJECT GMBH;044379030;JZX;
Atovaquone;ATOVAQUONE 750MG/5ML 240ML USO ORALE;WELLVONE*orale sosp 1 flacone 240 ml 750 mg/5 ml;363,10;220,01;-;GLAXOSMITHKLINE (IRELAND) LTD;029557028;AEX;
Atovaquone;ATOVAQUONE 750MG/5ML 250ML USO ORALE;ATOVAQUONE*orale sosp 1 flacone 250 ml 750 mg/5 ml;254,18;154,01;-;GLENMARK PHARMACEUTICALS S.R.O;048163012;LJW;
Avacopan;AVACOPAN 10MG 30 UNITA' USO ORALE;TAVNEOS*30 cps 10 mg flacone;1584,07;959,81;-;VIFOR FRESENIUS M.C.R.P.FRANCE;049881016;MZH;
Avacopan;AVACOPAN 10MG 180 UNITA' USO ORALE;TAVNEOS*180 cps 10 mg flacone;9504,41;5758,85;-;VIFOR FRESENIUS M.C.R.P.FRANCE;049881028;MZI;
Avalglucosidasi alfa;AVALGLUCOSIDASI ALFA 100MG 1 UNITA' USO PARENTERALE;NEXVIADYME*1 flaconcino EV 100 mg polvere;1638,44;992,75;-;GENZYME EUROPE B.V.;050184011;MWP;
Avapritinib;AVAPRITINIB 100MG 30 UNITA' USO ORALE;AYVAKYT*30 cpr riv 100 mg flacone;31840,74;19292,74;-;BLUEPRINT MEDICINES B.V.;049033018;LNH;
Avapritinib;AVAPRITINIB 200MG 30 UNITA' USO ORALE;AYVAKYT*30 cpr riv 200 mg flacone;31840,74;19292,74;-;BLUEPRINT MEDICINES B.V.;049033020;LNI;
Avapritinib;AVAPRITINIB 300MG 30 UNITA' USO ORALE;AYVAKYT*30 cpr riv 300 mg flacone;31840,74;19292,74;-;BLUEPRINT MEDICINES B.V.;049033032;LNJ;
Avapritinib;AVAPRITINIB 25MG 30 UNITA' USO ORALE;AYVAKYT*30 cpr riv 25 mg flacone;31840,74;19292,74;-;BLUEPRINT MEDICINES B.V.;049033044;MEP;
Avapritinib;AVAPRITINIB 50MG 30 UNITA' USO ORALE;AYVAKYT*30 cpr riv 50 mg flacone;31840,74;19292,74;-;BLUEPRINT MEDICINES B.V.;049033057;MEQ;
Avatrombopag;AVATROMBOPAG 20MG 15 UNITA' USO ORALE;DOPTELET*15 cpr riv 20 mg;2035,38;1233,27;-;SWEDISH ORPHAN BIOVITRUM AB(PU;048079026;LFS;
Avatrombopag;AVATROMBOPAG 20MG 10 UNITA' USO ORALE;DOPTELET*10 cpr riv 20 mg;1356,91;822,18;-;SWEDISH ORPHAN BIOVITRUM AB(PU;048079014;LFT;
Avatrombopag;AVATROMBOPAG 20MG 30 UNITA' USO ORALE;DOPTELET*30 cpr riv 20 mg;4070,76;2466,53;-;SWEDISH ORPHAN BIOVITRUM AB(PU;048079038;LZN;
Avelumab;AVELUMAB 20MG/ML 10ML 1 UNITA' USO PARENTERALE;BAVENCIO*1 flaconcino EV 10 ml 20 mg/ml;1626,56;985,55;-;MERCK EUROPE BV;045613015;KNX;
Axicabtagene ciloleucel;AXICABTAGENE 1 SACCA SOLUZIONE USO EV;YESCARTA*1 sacca EV 0,4x10 alla ottava - 2x10 alla ottava cellule dispersione per infusione;487061,92;295117,50;-;KITE PHARMA EU B.V.;046995015;KYE;
Axitinib;AXITINIB 1MG 56 UNITA' USO ORALE;INLYTA*56 cpr riv 1 mg;1317,03;798,01;-;PFIZER EUROPE MA EEIG;042233027;DUM;
Axitinib;AXITINIB 5MG 56 UNITA' USO ORALE;INLYTA*56 cpr riv 5 mg;6585,15;3990,01;-;PFIZER EUROPE MA EEIG;042233054;DUN;
Axitinib;AXITINIB 3MG 56 UNITA' USO ORALE;INLYTA*56 cpr riv 3 mg;3951,11;2394,03;-;PFIZER EUROPE MA EEIG;042233080;GZT;
Axitinib;AXITINIB 7MG 56 UNITA' USO ORALE;INLYTA*56 cpr riv 7 mg;9219,22;5586,01;-;PFIZER EUROPE MA EEIG;042233116;GZU;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;ZENTIVA ITALIA Srl;047497019;AFG;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;SANDOZ SpA;047907011;AFG;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;TILLOMED ITALIA Srl;048209011;AFG;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;ACCORD HEALTHCARE SLU;048524019;AFG;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;MYLAN IRELAND LIMITED;048609010;AFG;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;BETAPHARM ARZNEIMITTEL GMBH;048612016;AFG;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;SEACROSS PHARMA EUROPE LTD;049936014;AFG;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;EUGIA PHARMA (MALTA) LIMITED;050447010;AFG;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;VIDAZA*1 flaconcino SC 100 mg polv 25 mg/ml;527,28;319,49;-;BRISTOL M.SQUIBB PHARMA EEIG;038996017;AFG;
Azacitidina;AZACITIDINA 200MG 7 UNITA' USO ORALE;ONUREG*7 cpr riv 200 mg;9602,71;5818,42;-;BRISTOL M.SQUIBB PHARMA EEIG;049620014;MMU;
Azacitidina;AZACITIDINA 300MG 7 UNITA' USO ORALE;ONUREG*7 cpr riv 300 mg;9602,71;5818,42;-;BRISTOL M.SQUIBB PHARMA EEIG;049620038;MMW;
Azitromicina;AZITROMICINA 500MG 1 UNITA' USO PARENTERALE;AZYLUNG*1 flaconcino EV 500 mg;10,67;6,46;-;INCA-PHARM Srl;044273011;AFH;
Azitromicina;AZITROMICINA 500MG 1 UNITA' USO PARENTERALE;ZITROMAX*1 flaconcino EV 500 mg;19,77;8,98;-;PFIZER ITALIA Srl;027860156;AFH;
Baclofene;BACLOFENE 0,05MG 1ML 1 UNITA' USO INTRATECALE;LIORESAL*1 fiala 0,05 mg 1 ml soluzione intratecale;5,77;2,62;-;NOVARTIS FARMA SpA;022999054;AFI;
Baclofene;BACLOFENE 10MG 20ML 1 UNITA' USO INTRATECALE;BACLOFENE*1 fiala soluz iniett 10 mg 20 ml uso intratecale;66,10;40,05;-;BIOINDUSTRIA L.I.M. SpA;041650019;AFJ;
Baclofene;BACLOFENE 10MG 20ML 1 UNITA' USO INTRATECALE;NETEKA*1 fiala 10 mg 20 ml;66,11;40,05;-;NORDIC GROUP BV;040646022;AFJ;
Baclofene;BACLOFENE 10MG 5ML 1 UNITA' USO INTRATECALE;LIORESAL*1 fiala 10 mg 5 ml soluzione intratecale;120,72;54,87;-;NOVARTIS FARMA SpA;022999041;AFK;
Baclofene;BACLOFENE 0,05MG 1ML 10 UNITA' USO INTRATECALE;BACLOFENE*10 fiale soluz iniett 0,05 mg 1 ml uso intratecale;31,57;19,13;-;BIOINDUSTRIA L.I.M. SpA;041650033;CSR;
Baclofene;BACLOFENE 0,05MG 1ML 10 UNITA' USO INTRATECALE;NETEKA*10 fiale 0,05 mg 1 ml;30,00;18,17;-;NORDIC GROUP BV;040646010;CSR;
Baclofene;BACLOFENE 10MG 5ML 10 UNITA' USO INTRATECALE;NETEKA*10 fiale 10 mg 5 ml;628,00;380,50;-;NORDIC GROUP BV;040646034;CSV;
Baclofene;BACLOFENE 10MG 5ML 5 UNITA' USO INTRATECALE;BACLOFENE*5 fiale soluz iniett 10 mg 5 ml uso intratecale;330,51;200,27;-;BIOINDUSTRIA L.I.M. SpA;041650021;CSW;
Baclofene;BACLOFENE 40MG 20ML 1 UNITA' USO INTRATECALE;NETEKA*1 fiala 40 mg 20 ml;251,20;152,20;-;NORDIC GROUP BV;040646046;CSX;
Baricitinib;BARICITINIB 2MG 28 UNITA' USO ORALE;OLUMIANT*28 cpr riv 2 mg;1089,61;660,21;-;ELI LILLY NEDERLAND BV;045260027;KDH;
Baricitinib;BARICITINIB 4MG 28 UNITA' USO ORALE;OLUMIANT*28 cpr riv 4 mg;1089,61;660,21;-;ELI LILLY NEDERLAND BV;045260104;KDJ;
Basiliximab;BASILIXIMAB 20MG 5ML 1 UNITA' USO PARENTERALE;SIMULECT*1 fiala EV 20 mg + 1 fiala solv 5 ml;1515,43;918,22;-;NOVARTIS EUROPHARM LTD;034232013;AFR;
Bcg - Bacillo di Calmette e Guerin;BCG BACILLO DI CALMETTE E GUERIN 50ML 1 UNITA' USO ENDOVESCICALE;BCG*1 flaconcino polv sosp endovescicale + 1 sacca solv 50 ml senza catetere con adattatore luer-lock;183,10;110,94;-;MEDAC GMBH;042171090;ACF;
Bedaquilina;BEDAQUILINA 100MG 188 UNITA' USO ORALE;SIRTURO*188 cpr 100 mg flacone;33109,50;20061,50;-;JANSSEN CILAG INTERNAT.N.V.;043332016;HAJ;
Belimumab;BELIMUMAB 120MG 1 UNITA' USO PARENTERALE;BENLYSTA*1 flaconcino EV 120 mg;217,79;131,96;-;GLAXOSMITHKLINE (IRELAND) LTD;041381017;AFT;
Belimumab;BELIMUMAB 400MG 1 UNITA' USO PARENTERALE;BENLYSTA*1 flaconcino EV 400 mg;725,98;439,88;-;GLAXOSMITHKLINE (IRELAND) LTD;041381029;AFU;
Belimumab;BELIMUMAB 200MG 4 UNITA' USO PARENTERALE;BENLYSTA*4 penne preriempite SC 200 mg;1451,95;879,76;-;GLAXOSMITHKLINE (IRELAND) LTD;041381043;KPF;
Bendamustina;BENDAMUSTINA 100MG 5 UNITA' USO PARENTERALE;BENDAMUSTINA*5 flaconcini EV 100 mg 2,5 mg/ml;1382,54;837,70;-;EG SpA;044332068;AFV;
Bendamustina;BENDAMUSTINA 100MG 5 UNITA' USO PARENTERALE;BENDAMUSTINA*5 flaconcini EV 100 mg 2,5 mg/ml;1382,54;837,70;-;MEDAC GMBH;044333058;AFV;
Bendamustina;BENDAMUSTINA 100MG 5 UNITA' USO PARENTERALE;BENDAMUSTINA*5 flaconcini infus 100 mg 2,5 mg/ml;1382,54;837,70;-;ACCORD HEALTHCARE SLU;044327056;AFV;
Bendamustina;BENDAMUSTINA 100MG 5 UNITA' USO PARENTERALE;BENDAMUSTINA*5 flaconcini infus 100 mg 2,5 mg/ml;1382,54;837,70;-;DR. REDDY'S Srl;044575064;AFV;
