Principio Attivo,Descrizione Gruppo,Denominazione e Confezione,Prezzo al pubblico �,Titolare AIC,AIC,Codice Gruppo Equivalenza,X=in lista di trasparenza Aifa 15/10/2024,Solo in lista di Regione:,Metri cubi ossigeno
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 5.600UI 4 UNITA' USO ORALE,ADROVANCE*4 cpr 70 mg + 5.600 UI,"17,10",ORGANON N.V.,37603077,H6B,X,,
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 5.600UI 4 UNITA' USO ORALE,VANTAVO*4 cpr 70 mg + 5.600 UI,"16,60",ORGANON N.V.,39641081,H6B,X,,
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 5.600UI 4 UNITA' USO ORALE,ALENDRONATO E COLECALCIFEROLO*4 cpr 70 mg + 5.600 UI confezione calendario,"13,60",TEVA ITALIA Srl,44405114,H6B,X,,
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 5.600UI 4 UNITA' USO ORALE,ACIDO ALENDRONICO E COLECALCIFEROLO*4 cpr 70 mg + 5.600 UI,"13,60",ZENTIVA ITALIA Srl,44520056,H6B,X,,
Acido alendronico/colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 5.600UI 4 UNITA' USO ORALE,ALENDRONATO E COLECALCIFEROLO*4 cpr 70 mg + 5.600 UI,"13,60",ARISTO PHARMA GMBH,44579035,H6B,X,,
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 5.600UI 4 UNITA' USO ORALE,ACIDO ALENDRONICO E COLECALCIFEROLO*4 cpr 70 mg + 5.600 UI,"13,60",AUROBINDO PHARMA ITALIA Srl,44670026,H6B,X,,
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 5.600UI 4 UNITA' USO ORALE,ALENDRONATO E COLECALCIFEROLO*4 cpr 70 mg + 5.600 UI,"13,60",MYLAN SpA,44986026,H6B,X,,
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 5.600UI 4 UNITA' USO ORALE,ALENDRONATO E COLECALCIFEROLO*4 cpr 70 mg + 5.600 UI,"13,60",DOC GENERICI Srl,45284027,H6B,X,,
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 5.600UI 4 UNITA' USO ORALE,ALENDRONATO E COLECALCIFEROLO*4 cpr 70 mg + 5600 UI,"13,60",ACCORD HEALTHCARE SLU,46006033,H6B,X,,
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 5.600UI 4 UNITA' USO ORALE,ALENDRONATO E COLECALCIFEROLO*4 cpr 70 mg + 5.600 Unita' Internazionali,"13,60",TOWA PHARMACEUTICAL SpA,48970026,H6B,X,,
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 5.600UI 4 UNITA' USO ORALE,FOSAVANCE*4 cpr 70 mg + 5.600 UI,"15,90",BB FARMA Srl,50691017,H6B,X,,
Acido bempedoico,ACIDO BEMPEDOICO 180MG 28 UNITA' USO ORALE,NILEMDO*28 cpr riv 180 mg,"120,15",DAIICHI SANKYO EUROPE GmbH,48721029,MKS,,,
Acido bempedoico/ezetimibe,ACIDO BEMPEDOICO+EZETIMIBE 180MG+10MG 28 UNITA' USO ORALE,NUSTENDI*28 cpr riv 180 mg + 10 mg,"120,15",DAIICHI SANKYO EUROPE GmbH,48668026,MKT,,,
Acido Carglumico,ACIDO CARGLUMICO 200MG 60 UNITA' USO ORALE,CARBAGLU*60 cpr dispers 200 mg,"6267,76",RECORDATI RARE DISEASES SARL,35983028,BRP,X,,
Acido Carglumico,ACIDO CARGLUMICO 200MG 60 UNITA' USO ORALE,UCEDANE*60 cpr dispers 200 mg,"5014,20",EUROCEPT INTERNATIONAL B.V.,45485012,BRP,X,,
Acido Carglumico,ACIDO CARGLUMICO 200MG 60 UNITA' USO ORALE,ACIDO CARGLUMICO*60 cpr dispers 200 mg flacone,"4888,84",WAYMADE B.V.,45647031,BRP,X,,
Acido carglumico,ACIDO CARGLUMICO 200MG 5 UNITA' USO ORALE,CARBAGLU*5 cpr dispers 200 mg flacone,"522,31",RECORDATI RARE DISEASES SARL,35983030,BRQ,X,,
Acido Carglumico,ACIDO CARGLUMICO 200MG 5 UNITA' USO ORALE,ACIDO CARGLUMICO*5 cpr dispers 200 mg flacone,"407,41",WAYMADE B.V.,45647017,BRQ,X,,
Acido Carglumico,ACIDO CARGLUMICO 200MG 15 UNITA' USO ORALE,ACIDO CARGLUMICO*15 cpr dispers 200 mg flacone,"1222,21",WAYMADE B.V.,45647029,KKH,,,
Acido Carglumico,ACIDO CARGLUMICO 200MG 12 UNITA' USO ORALE,UCEDANE*12 cpr dispers 200 mg,"977,73",EUROCEPT INTERNATIONAL B.V.,45485024,LCO,,,
Acido chenodesossicolico,ACIDO CHENODESOSSICOLICO 250MG 100 UNITA' USO ORALE,ACIDO CHENODESOSSICOLICO*100 cps 250 mg,"23097,36",LEADIANT GmbH,45381011,KFQ,,,
Acido clodronico,ACIDO CLODRONICO 300MG 6 UNITA' USO PARENTERALE,CLASTEON*6 fiale EV 300 mg 10 ml,"63,18",ABIOGEN PHARMA SpA,26372033,38A,X,,
Acido clodronico,ACIDO CLODRONICO 300MG 6 UNITA' USO PARENTERALE,DIFOSFONAL*6 fiale infus 300 mg 10 ml,"63,18",SPA (SOC.PRO.ANTIBIOTICI) SpA,26510038,38A,X,,
Acido clodronico,ACIDO CLODRONICO 300MG 6 UNITA' USO PARENTERALE,CLODY*6 fiale EV 300 mg 10 ml,"63,18",PROMEDICA Srl,34294037,38A,X,,
Acido clodronico,ACIDO CLODRONICO 300MG 6 UNITA' USO PARENTERALE,CLODRON*6 fiale soluz infus 300 mg/10 ml,"63,18",ABIOGEN PHARMA SpA,34721035,38A,X,,
Acido clodronico,ACIDO CLODRONICO 300MG 6 UNITA' USO PARENTERALE,CLODRONATO*6 fiale EV 300 mg 10 ml,"63,18",ABC FARMACEUTICI SpA,35129030,38A,X,,
Acido clodronico,ACIDO CLODRONICO 400MG 10 UNITA' USO ORALE,CLASTEON*10 cps 400 mg,"26,17",ABIOGEN PHARMA SpA,26372058,38B,X,,
Acido clodronico,ACIDO CLODRONICO 400MG 10 UNITA' USO ORALE,DIFOSFONAL*10 cps 400 mg,"26,17",SPA (SOC.PRO.ANTIBIOTICI) SpA,26510053,38B,X,,
Acido clodronico,ACIDO CLODRONICO 400MG 10 UNITA' USO ORALE,CLODRON*10 cps 400 mg,"26,17",ABIOGEN PHARMA SpA,34721050,38B,X,,
Acido folico,ACIDO FOLICO 400MCG 120 UNITA' USO ORALE,FOLIDEX*120 cpr 400 mcg,"13,40",ITALFARMACO SpA,36345027,GSG,X,,
Acido folico,ACIDO FOLICO 400MCG 120 UNITA' USO ORALE,FERTIFOL*120 cpr 400 mcg,"13,40",EFFIK ITALIA SpA,36346029,GSG,X,,
Acido folico,ACIDO FOLICO 400MCG 120 UNITA' USO ORALE,ACIDO FOLICO*120 cpr 400 mcg,"10,05",DOC GENERICI Srl,40274072,GSG,X,,
Acido folico,ACIDO FOLICO 400MCG 120 UNITA' USO ORALE,BALFOLIC*120 cpr 400 mcg,"13,40",LABORATORI BALDACCI SpA,42186015,GSG,X,,
Acido folico,ACIDO FOLICO 400MCG 120 UNITA' USO ORALE,ACIDO FOLICO*120 cpr 400 mcg,"10,05",EG SpA,45545062,GSG,X,,
Acido folico,ACIDO FOLICO 400MCG 28 UNITA' USO ORALE,FOLIDEX*28 cpr 400 mcg,"4,17",ITALFARMACO SpA,36345015,H7A,X,,
Acido folico,ACIDO FOLICO 400MCG 28 UNITA' USO ORALE,FERTIFOL*28 cpr 400 mcg,"4,17",EFFIK ITALIA SpA,36346017,H7A,X,,
Acido folico,ACIDO FOLICO 400MCG 28 UNITA' USO ORALE,ACIDO FOLICO*28 cpr 400 mcg,"3,13",DOC GENERICI Srl,40274060,H7A,X,,
Acido folico,ACIDO FOLICO 400MCG 28 UNITA' USO ORALE,ACIDO FOLICO*28 cpr 400 mcg,"3,13",EG SpA,45545050,H7A,X,,
Acido folico,ACIDO FOLICO 5MG 20 UNITA' USO ORALE,FOLINA*20 cps molli 5 mg,"3,25",TEOFARMA Srl,2309045,H7B,X,,
Acido folico,ACIDO FOLICO 5MG 20 UNITA' USO ORALE,ACIDO FOLICO*20 cpr 5 mg,"2,44",DOC GENERICI Srl,40274019,H7B,X,,
Acido folico,ACIDO FOLICO 5MG 20 UNITA' USO ORALE,FOLICOM*20 cpr 5 mg,"2,44",MEDIC ITALIA Srl,42972012,H7B,X,,
Acido folico,ACIDO FOLICO 5MG 20 UNITA' USO ORALE,FOLATEX*20 cpr 5 mg,"2,44",S.F. GROUP Srl,45534017,H7B,X,,
Acido folico,ACIDO FOLICO 5MG 20 UNITA' USO ORALE,ACIDO FOLICO*20 cpr 5 mg,"2,44",EG SpA,45545011,H7B,X,,
Acido folico,ACIDO FOLICO 5MG 20 UNITA' USO ORALE,ACIDO FOLICO*20 cpr 5 mg,"2,44",ARISTO PHARMA GMBH,48957017,H7B,X,,
Acido folico,ACIDO FOLICO 5MG 28 UNITA' USO ORALE,FOLINA*28 cps molli 5 mg,"4,49",TEOFARMA Srl,2309060,H7C,X,,
Acido folico,ACIDO FOLICO 5MG 28 UNITA' USO ORALE,ACIDO FOLICO*28 cpr 5 mg,"3,41",DOC GENERICI Srl,40274033,H7C,X,,
Acido folico,ACIDO FOLICO 5MG 28 UNITA' USO ORALE,FOLIFILL*28 cpr 5 mg,"4,49",ITALFARMACO SpA,40627010,H7C,X,,
Acido folico,ACIDO FOLICO 5MG 28 UNITA' USO ORALE,FOLATEX*28 cpr 5 mg,"3,41",S.F. GROUP Srl,45534029,H7C,X,,
Acido folico,ACIDO FOLICO 5MG 28 UNITA' USO ORALE,ACIDO FOLICO*28 cpr 5 mg,"3,41",EG SpA,45545023,H7C,X,,
Acido folico,ACIDO FOLICO 5MG 28 UNITA' USO ORALE,ACIDO FOLICO*28 cpr 5 mg,"3,41",ARISTO PHARMA GMBH,48957029,H7C,X,,
Acido folico,ACIDO FOLICO 15MG 5 UNITA' USO PARENTERALE,FOLINA*5 fiale IM 15 mg 2 ml,"7,74",TEOFARMA Srl,2309033,H7D,,,
Acido folico,ACIDO FOLICO 5MG 60 UNITA' USO ORALE,FOLINA*60 cps molli 5 mg,"6,95",TEOFARMA Srl,2309058,H7E,X,,
Acido folico,ACIDO FOLICO 5MG 60 UNITA' USO ORALE,ACIDO FOLICO*60 cpr 5 mg,"5,95",DOC GENERICI Srl,40274045,H7E,X,,
Acido folico,ACIDO FOLICO 5MG 60 UNITA' USO ORALE,FOLICOM*60 cpr 5 mg,"6,95",MEDIC ITALIA Srl,42972024,H7E,X,,
Acido folico,ACIDO FOLICO 5MG 60 UNITA' USO ORALE,FOLATEX*60 cpr 5 mg,"5,95",S.F. GROUP Srl,45534031,H7E,X,,
Acido folico,ACIDO FOLICO 5MG 60 UNITA' USO ORALE,ACIDO FOLICO*60 cpr 5 mg,"5,95",EG SpA,45545035,H7E,X,,
Acido folico,ACIDO FOLICO 5MG 60 UNITA' USO ORALE,ACIDO FOLICO*60 cpr 5 mg,"5,95",ARISTO PHARMA GMBH,48957043,H7E,X,,
Acido folico,ACIDO FOLICO 5MG 120 UNITA' USO ORALE,FOLINA*120 cps molli 5 mg,"11,24",TEOFARMA Srl,2309072,JHI,X,,
Acido folico,ACIDO FOLICO 5MG 120 UNITA' USO ORALE,ACIDO FOLICO*120 cpr 5 mg,"9,74",DOC GENERICI Srl,40274058,JHI,X,,
Acido folico,ACIDO FOLICO 5MG 120 UNITA' USO ORALE,FOLIFILL*120 cpr 5 mg,"13,22",ITALFARMACO SpA,40627022,JHI,X,,
Acido folico,ACIDO FOLICO 5MG 120 UNITA' USO ORALE,NOVACID*120 cpr 5 mg,"11,25",S.F. GROUP Srl,45532049,JHI,X,,
Acido folico,ACIDO FOLICO 5MG 120 UNITA' USO ORALE,ACIDO FOLICO SF*120 cpr 5 mg,"11,25",S.F. GROUP Srl,45533041,JHI,X,,
Acido folico,ACIDO FOLICO 5MG 120 UNITA' USO ORALE,FOLATEX*120 CPR 5 mg,"9,74",S.F. GROUP Srl,45534043,JHI,X,,
Acido folico,ACIDO FOLICO 5MG 120 UNITA' USO ORALE,ACIDO FOLICO*120 cpr 5 mg,"9,74",EG SpA,45545047,JHI,X,,
Acido folico,ACIDO FOLICO 5MG 120 UNITA' USO ORALE,ACIDO FOLICO*120 cpr 5 mg,"9,74",ARISTO PHARMA GMBH,48957068,JHI,X,,
Acido Micofenolico,MICOFENOLATO SODICO 180MG 100 UNITA' USO ORALE,MYFORTIC*100 cpr gastrores 180 mg,"157,49",NOVARTIS FARMA SpA,36511032,F6C,X,,
Acido Micofenolico,MICOFENOLATO SODICO 180MG 100 UNITA' USO ORALE,ACIDO MICOFENOLICO*100 cpr gastrores 180 mg,"83,48",ACCORD HEALTHCARE B.V.,43305034,F6C,X,,
Acido Micofenolico,MICOFENOLATO SODICO 180MG 100 UNITA' USO ORALE,CEPTAVA*100 cpr gastrores 180 mg,"83,48",SANDOZ A/S,44778037,F6C,X,,
Acido Micofenolico,MICOFENOLATO SODICO 360MG 50 UNITA' USO ORALE,MYFORTIC*50 cpr gastrores 360 mg,"157,49",NOVARTIS FARMA SpA,36511069,F6D,X,,
Acido Micofenolico,MICOFENOLATO SODICO 360MG 50 UNITA' USO ORALE,ACIDO MICOFENOLICO*50 cpr gastrores 360 mg,"83,48",ACCORD HEALTHCARE B.V.,43305061,F6D,X,,
Acido Micofenolico,MICOFENOLATO SODICO 360MG 50 UNITA' USO ORALE,CEPTAVA*50 cpr gastrores 360 mg,"83,48",SANDOZ A/S,44778064,F6D,X,,
Acido neridronico,ACIDO NERIDRONICO 25MG 4 UNITA' USO PARENTERALE,NERIXIA*4 fiale IM EV 25 mg 2 ml,"57,43",ABIOGEN PHARMA SpA,35268034,MGY,,,
Acido neridronico,ACIDO NERIDRONICO 25MG 1 UNITA' USO PARENTERALE,NERIXIA*1 fiala IM EV 25 mg,"14,65",ABIOGEN PHARMA SpA,35268010,S0A,,,
Acido tauroursodesossicolico,ACIDO TAUROURSODESOSSICOLICO 250MG 20 UNITA' USO ORALE,TUDCABIL*20 cps 250 mg,"10,16",BRUSCHETTINI Srl,26707036,H8B,,,
Acido tauroursodesossicolico,ACIDO TAUROURSODESOSSICOLICO 250MG 20 UNITA' USO ORALE,TAURO*20 cps 250 mg,"10,16",TEOFARMA Srl,26772032,H8B,,,
Acido tiaprofenico,ACIDO TIAPROFENICO 300MG 30 UNITA' USO ORALE,SURGAMYL*30 cpr 300 mg,"8,07",SCHARPER SpA,25195025,H9A,,,
Acido tiaprofenico,ACIDO TIAPROFENICO 300MG 30 UNITA' USO ORALE,SURGAMYL*orale grat 30 bust 300 mg,"8,07",SCHARPER SpA,25195052,H9A,,,
Acido tranexamico,ACIDO TRANEXAMICO 250MG 20 UNITA' USO ORALE,UGUROL*20 cpr 250 mg,"3,72",VIATRIS ITALIA Srl,21458017,CAB,,,
Acido tranexamico,ACIDO TRANEXAMICO 250MG 30 UNITA' USO ORALE,TRANEX*30 cps 250 mg,"4,93",MALESCI SpA IST.FARMACOBIOL.,22019018,CAC,,,
Acido tranexamico,ACIDO TRANEXAMICO 500MG 30 UNITA' USO ORALE,TRANEX*30 cps 500 mg,"8,84",MALESCI SpA IST.FARMACOBIOL.,22019020,CAD,,,
Acido tranexamico,ACIDO TRANEXAMICO 500MG 6 UNITA' USO PARENTERALE E ORALE,UGUROL*6 fiale EV orale locale 500 mg 5 ml,"4,28",VIATRIS ITALIA Srl,21458031,CAE,X,,
Acido tranexamico,ACIDO TRANEXAMICO 500MG 6 UNITA' USO PARENTERALE E ORALE,TRANEX*6 fiale EV 500 mg 5 ml,"6,59",MALESCI SpA IST.FARMACOBIOL.,22019032,CAE,X,,
Acido tranexamico,ACIDO TRANEXAMICO 500MG 6 UNITA' USO PARENTERALE E ORALE,ACIDO TRANEXAMICO*6 fiale EV 5 ml 100 mg/ml,"4,28",EUGIA PHARMA (MALTA) LIMITED,44760039,CAE,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE,DEURSIL*20 cps 300 mg,"7,89",CHEPLAPHARM ARZNEIMITTEL GMBH,23605114,01A,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE,URSILON*20 cps 300 mg,"7,73",I.B.I.GIOVANNI LORENZINI SpA,24173080,01A,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE,URSOBIL*20 cpr 300 mg,"6,39",ABC FARMACEUTICI SpA,24444123,01A,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE,URSOLISIN*20 cps 300 mg,"6,52",AESCULAPIUS FARMACEUTICI Srl,25430101,01A,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE,URSOFLOR*20 cps 300 mg,"5,99",SO.SE.PHARM Srl,26073027,01A,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE,URDES*20 cpr 300 mg,"5,77",S.F. GROUP Srl,26893040,01A,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE,ACIDO URSODESOSSICOLICO*20 cps 300 mg,"5,76",AUROBINDO PHARMA ITALIA Srl,28366019,01A,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE,LITOFF*20 cpr div 300 mg,"5,24",I.B.N. SAVIO Srl,28404010,01A,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE,ACIDO URSODESOSSICOLICO*20 cps 300 mg,"6,36",DOC GENERICI Srl,28931018,01A,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE,ACIDO URSODESOSSICOLICO*20 cpr 300 mg,"5,76",RATIOPHARM GMBH,33090010,01A,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE,ACIDO URSODESOSSICOLICO*20 cpr 300 mg,"5,77",MYLAN SpA,33094020,01A,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE,ACIDO URSODESOSSICOLICO*20 cps 300 mg,"5,77",EG SpA,33512031,01A,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE,DEURSIL*20 cps 450 mg rilascio prolungato,"13,42",CHEPLAPHARM ARZNEIMITTEL GMBH,23605138,01B,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE,URSILON RETARD*20 cps 450 mg rilascio prolungato,"13,42",I.B.I.GIOVANNI LORENZINI SpA,24173054,01B,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE,URSOFLOR*20 cpr 450 mg rilascio prolungato,"9,28",SO.SE.PHARM Srl,26073039,01B,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE,URDES*20 cpr gastrores 450 mg,"9,85",S.F. GROUP Srl,26893053,01B,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE,LITOFF RETARD*20 cpr 450 mg rilascio prolungato,"8,16",I.B.N. SAVIO Srl,28404022,01B,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE,ACIDO URSODESOSSICOLICO*20 cps 450 mg rilascio modificato,"8,97",DOC GENERICI Srl,28931032,01B,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE,URSOBIL HT*20 cps 450 mg rilascio modificato,"10,84",ABC FARMACEUTICI SpA,29038027,01B,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE,ACIDO URSODESOSSICOLICO*20 cpr 450 mg rilascio prolungato,"8,98",RATIOPHARM GMBH,33090034,01B,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE,ACIDO URSODESOSSICOLICO*20 cpr 450 mg rilascio prolungato,"8,97",EG SpA,33512017,01B,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE,DEURSIL*20 cps 150 mg,"5,31",CHEPLAPHARM ARZNEIMITTEL GMBH,23605076,01C,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE,URSACOL*20 cpr 150 mg,"4,43",ZAMBON ITALIA Srl,23630039,01C,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE,URSOBIL*20 cps 150 mg,"4,85",ABC FARMACEUTICI SpA,24444034,01C,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE,LITURSOL*20 cpr 150 mg,"4,86",EG SpA,24615078,01C,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE,URSOLISIN*20 cps 150 mg,"4,15",AESCULAPIUS FARMACEUTICI Srl,25430063,01C,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE,URDES*20 cpr 150 mg,"4,43",S.F. GROUP Srl,26893038,01C,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE,ACIDO URSODESOSSICOLICO*20 cpr 150 mg,"4,43",MYLAN SpA,33094018,01C,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 225MG 20 UNITA' USO ORALE,DEURSIL*20 cps 225 mg rilascio prolungato,"9,48",CHEPLAPHARM ARZNEIMITTEL GMBH,23605153,01D,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 225MG 20 UNITA' USO ORALE,URSILON RETARD*20 cps 225 mg rilascio prolungato,"9,48",I.B.I.GIOVANNI LORENZINI SpA,24173066,01D,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 225MG 20 UNITA' USO ORALE,URDES*20 cpr gastrores 225 mg,"7,89",S.F. GROUP Srl,26893065,01D,X,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 250MG 20 UNITA' USO ORALE,URSOBIL*20 cps 250 mg,"9,12",ABC FARMACEUTICI SpA,24444059,01E,,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 250MG 30 UNITA' USO ORALE,DOZURSO*30 cpr riv 250 mg,"11,83",LABORATOIRE MAYOLY SPINDLER,43689025,LBM,,,
Acido ursodesossicolico,ACIDO URSODESOSSICOLICO 500MG 30 UNITA' USO ORALE,DOZURSO*30 cpr riv 500 mg,"19,40",LABORATOIRE MAYOLY SPINDLER,43689064,LBN,,,
Acido valproico/sodio valproato,ACIDO VALPROICO+SODIO VALPROATO 1.000MG 30 UNITA' USO ORALE RM,DEPAKIN*orale grat 30 bust 1.000 mg rilascio modificato,"20,85",SANOFI Srl,22483224,S2A,,,
Acido valproico/sodio valproato,ACIDO VALPROICO+SODIO VALPROATO 100MG 30 UNITA' USO ORALE RM,DEPAKIN*orale grat 30 bust 100 mg rilascio modificato,"4,95",SANOFI Srl,22483147,S2B,,,
Acido valproico/sodio valproato,ACIDO VALPROICO+SODIO VALPROATO 250MG 30 UNITA' USO ORALE RM,DEPAKIN*orale grat 30 bust 250 mg rilascio modificato,"5,96",SANOFI Srl,22483162,S2C,,,
Acido valproico/sodio valproato,ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP,DEPAKIN CHRONO*30 cpr 300 mg rilascio prolungato,"7,76",SANOFI Srl,22483109,S2D,,Toscana,
Acido valproico/sodio valproato,ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP,ACIDO VALPROICO*30 cpr 300 mg rilascio prolungato,"5,04",SANDOZ SpA,36334011,S2D,,Toscana,
Acido valproico/sodio valproato,ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP,ACIDO VALPROICO E SODIO VALPROATO*30 cpr 300 mg rilascio prolungato,"5,04",RATIOPHARM GMBH,37839026,S2D,,Toscana,
Acido valproico/sodio valproato,ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP,ACIDO VALPROICO E SODIO VALPROATO*30 cpr 300 mg rilascio prolungato,"5,04",EG SpA,38036087,S2D,,Toscana,
Acido valproico/sodio valproato,ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP,DEPAKIN CHRONO*30 cpr 300 mg rilascio prolungato,"7,76",BB FARMA Srl,38485037,S2D,,Toscana,
Acido valproico/sodio valproato,ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP,DEPAKIN CHRONO*30 cpr 300 mg rilascio prolungato,"7,76",PROGRAMMI SANIT.INTEGRATI Srl,40965028,S2D,,Toscana,
Acido valproico/sodio valproato,ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP,DEPAKIN CHRONO*30 cpr 300 mg rilascio prolungato,"7,76",FARMA 1000 Srl,43250036,S2D,,Toscana,
Acido valproico/sodio valproato,ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP,DEPAKIN CHRONO*30 cpr 300 mg rilascio prolungato,"7,76",MEDIFARM Srl,43718055,S2D,,Toscana,
Acido valproico/sodio valproato,ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP,DEPAKIN CHRONO*30 cpr 300 mg rilascio prolungato,"7,22",GMM FARMA Srl,45419013,S2D,,Toscana,
Acido valproico/sodio valproato,ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP,SODIO VALPROATO*30 cpr 300 mg rilascio prolungato,"5,04",AUROBINDO PHARMA ITALIA Srl,46716027,S2D,,Toscana,
Acido valproico/sodio valproato,ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP,DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato,"12,57",SANOFI Srl,22483111,S2F,,Toscana,
Acido valproico/sodio valproato,ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP,DEPAKIN*orale grat 30 bust 500 mg rilascio modificato,"11,91",SANOFI Srl,22483186,S2F,,Toscana,
Acido valproico/sodio valproato,ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP,ACIDO VALPROICO*30 cpr 500 mg rilascio prolungato,"8,17",SANDOZ SpA,36334023,S2F,,Toscana,
Acido valproico/sodio valproato,ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP,ACIDO VALPROICO E SODIO VALPROATO*30 cpr 500 mg rilascio prolungato,"8,17",RATIOPHARM GMBH,37839115,S2F,,Toscana,
Acido valproico/sodio valproato,ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP,ACIDO VALPROICO E SODIO VALPROATO*30 cpr 500 mg rilascio prolungato,"8,17",EG SpA,38036240,S2F,,Toscana,
