Principio Attivo,Descrizione Gruppo,Denominazione e Confezione,Titolare AIC,AIC,Codice Gruppo Equivalenza,ATC,URL,PDF URL,4.1 Indicazioni terapeutiche,4.2 Posologia e modo di somministrazione,4.3 Controindicazioni,4.4 Avvertenze speciali e precauzioni di impiego,4.5 Interazioni con altri medicinali ed altre forme di interazione,"4.6 Fertilità, gravidanza e allattamento",4.7 Effetti sulla capacità di guidare veicoli e sull’uso di macchinari,4.8 Effetti indesiderati,4.9 Sovradosaggio,6.2 Incompatibilità
Ciprofloxacina,CIPROFLOXACINA 500MG 6 UNITA' USO ORALE,CIPROXIN*6 cpr riv 500 mg,MEDIFARM Srl,44941019,D8B,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 500MG 6 UNITA' USO ORALE,CIPROXIN*6 cpr riv 500 mg,PRICETAG SpA,45334012,D8B,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 500MG 6 UNITA' USO ORALE,CIPROXIN*6 cpr riv 500 mg,GMM FARMA Srl,45631013,D8B,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 500MG 6 UNITA' USO ORALE,CIPROXIN*6 cpr riv 500 mg,GEKOFAR Srl,45858014,D8B,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 500MG 6 UNITA' USO ORALE,CIPROXIN*6 cpr riv 500 mg,BB FARMA Srl,49695012,D8B,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 500MG 6 UNITA' USO ORALE,CIPROXIN*6 cpr riv 500 mg,SM PHARMA Srl,50278011,D8B,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,FLONTALEXIN*12 cpr riv 750 mg,I.B.N. SAVIO Srl,26663056,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,CIPROXIN*12 cpr riv 750 mg,BAYER SpA,26664096,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,CIPROFLOXACINA*12 cpr riv 750 mg,MYLAN SpA,37219452,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,ULLAX*12 cpr riv 750 mg,EBERLIFE FARMACEUTICI SpA,37270028,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,BOSIX*12 cpr riv 750 mg,GENETIC SpA,37285032,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,GENERFLON*12 cpr riv 750 mg,SO.SE.PHARM Srl,37287036,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,KINOX*12 cpr riv 750 mg,S.F. GROUP Srl,37289030,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,CHINOCID*12 cpr riv 750 mg,ELLEVA PHARMA Srl,37293038,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,BASEMAR*12 cpr riv 750 mg,S.F. GROUP Srl,37321039,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,PROCIFLOR*12 cpr riv 750 mg,EPIFARMA Srl,37342033,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,EOXIN*12 cpr riv 750 mg,C.T. LAB.FARMACEUTICO Srl,37345030,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,CIPROFLOXACINA*12 cpr riv 750 mg,SANDOZ SpA,37464498,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,GERBAT*12 cpr riv 750 mg,RO-FARM.di DE MAIO SALVATORE&C,37663034,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,CUSPIS*12 cpr riv 750 mg,LANOVA FARMACEUTICI Srl,37687035,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,CIPROFLOXACINA*12 cpr riv 750 mg,KRKA D.D.NOVO MESTO,37695172,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,CIPROFLOXACINA*12 cpr riv 750 mg,DOC GENERICI Srl,37718032,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,CIPROFLOXACINA*12 cpr riv 750 mg,ALMUS Srl,37904036,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,CIPERUS*12 cpr riv 750 mg,IST.CHIM.INTERNAZ. RENDE Srl,37913035,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,MACAR*12 cpr riv 750 mg,DYMALIFE PHARMACEUTICAL Srl,37915030,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,SAMPER*12 cpr riv 750 mg,AGIPS FARMACEUTICI Srl,37938038,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,BATTIZER*12 cpr riv 750 mg,S.F. GROUP Srl,38108039,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,CIPROFLOXACINA*12 cpr riv 750 mg,ZENTIVA ITALIA Srl,38208031,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,CIPROFLOXACINA*12 cpr riv 750 mg,ACCORD HEALTHCARE SLU,41019252,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 750MG 12 UNITA' USO ORALE,CIPROFLOXACINA*12 cpr riv 750 mg,AUROBINDO PHARMA ITALIA Srl,43573082,D8C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciprofloxacina,CIPROFLOXACINA 250MG/5ML 100ML USO ORALE,CIPROXIN*orale sosp grat 100 ml 250 mg/5 ml,BAYER SpA,26664084,D8F,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciproterone,CIPROTERONE 300MG 1 UNITA' USO PARENTERALE,ANDROCUR*1 fiala IM 300 mg 3 ml rilascio prolungato,BAYER SpA,23090032,65A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciproterone,CIPROTERONE 100MG 30 UNITA' USO ORALE,ANDROCUR*30 cpr 100 mg,BAYER SpA,23090044,65C,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Ciproterone,CIPROTERONE 50MG 30 UNITA' USO ORALE,ANDROCUR*30 cpr 50 mg,BAYER SpA,23090057,KPT,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Citalopram,CITALOPRAM 4% 15ML USO ORALE,ELOPRAM*orale gtt 15 ml 40 mg/ml,LUNDBECK ITALIA SpA,28681056,B7A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Citalopram,CITALOPRAM 4% 15ML USO ORALE,SEROPRAM*orale gtt 15 ml 40 mg/ml,LUNDBECK ITALIA SpA,28759049,B7A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Citalopram,CITALOPRAM 4% 15ML USO ORALE,CITALOPRAM*orale gtt 15 ml 40 mg/ml,TEVA B.V.,36038014,B7A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Citalopram,CITALOPRAM 4% 15ML USO ORALE,CITALOPRAM*orale gtt 15 ml 40 mg/ml,SANDOZ GMBH,36039016,B7A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Citalopram,CITALOPRAM 4% 15ML USO ORALE,CITALOPRAM*orale gtt 15 ml 40 mg/ml,ABC FARMACEUTICI SpA,36043014,B7A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Citalopram,CITALOPRAM 4% 15ML USO ORALE,CITALOPRAM*orale gtt 15 ml 40 mg/ml,TECNIGEN Srl,36057014,B7A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Citalopram,CITALOPRAM 4% 15ML USO ORALE,KAIDOR*orale gtt 15 ml 40 mg/ml,ERREKAPPA CONSUMER Srl,36246015,B7A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Citalopram,CITALOPRAM 4% 15ML USO ORALE,CITALOPRAM*orale gtt 15 ml 40 mg/ml,ZENTIVA ITALIA Srl,36254011,B7A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Citalopram,CITALOPRAM 4% 15ML USO ORALE,PERCITALE*orale gtt 15 ml 40 mg/ml,PIAM FARMACEUTICI SpA,36302014,B7A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Citalopram,CITALOPRAM 4% 15ML USO ORALE,SINTOPRAM*os gtt 15 ml 40 mg/ml,BIOMEDICA FOSCAMA IND.CH.F.SpA,36327017,B7A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Citalopram,CITALOPRAM 4% 15ML USO ORALE,CITALOPRAM*orale gtt 15 ml 40 mg/ml,SUN PHARMACEUTICAL IND.EU.B.V.,36651014,B7A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Citalopram,CITALOPRAM 4% 15ML USO ORALE,CITALOPRAM*orale gtt 15 ml 40 mg/ml,DOC GENERICI Srl,36653018,B7A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Citalopram,CITALOPRAM 4% 15ML USO ORALE,CITALOPRAM*orale gtt 15 ml 40 mg/ml,MYLAN SpA,36657017,B7A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Citalopram,CITALOPRAM 4% 15ML USO ORALE,CITALOPRAM*orale gtt 15 ml 40 mg/ml,HEXAL AG,36662017,B7A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Citalopram,CITALOPRAM 4% 15ML USO ORALE,CITALOPRAM*orale gtt 15 ml 40 mg/ml,AUROBINDO PHARMA ITALIA Srl,36675039,B7A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Citalopram,CITALOPRAM 4% 15ML USO ORALE,RETURN*orale gtt 15 ml 40 mg/ml,EURO-PHARMA Srl,36792036,B7A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Citalopram,CITALOPRAM 4% 15ML USO ORALE,CITALOPRAM*orale gtt 15 ml 40 mg/ml,EG SpA,36869016,B7A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Citalopram,CITALOPRAM 4% 15ML USO ORALE,CITALOPRAM*orale gtt 15 ml 40 mg/ml,ALMUS Srl,36971012,B7A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
